champion,opgg_key,opgg_patch,opgg_region,opgg_rank_tier,position,opgg_tier_raw,opgg_tier_label,opgg_rank,opgg_win_rate,opgg_pick_rate,opgg_ban_rate,opgg_role_rate,data_source,leaguepedia_patch
Sylas,sylas,16.11,global,platinum_plus,TOP,5,Tier 5,49,0.495944,0.0109582,0.110277,0.0819766,opgg_scraped,26.11
Quinn,quinn,16.11,global,platinum_plus,JUNGLE,5,Tier 5,49,0.476882,0.024728,0.0194365,0.59575,opgg_scraped,26.11
Mel,mel,16.11,global,platinum_plus,SUPPORT,5,Tier 5,49,0.433596,0.0237409,0.253502,0.317888,opgg_scraped,26.11
Gragas,gragas,16.11,global,platinum_plus,JUNGLE,5,Tier 5,50,0.495852,0.00702734,0.00601715,0.1989,opgg_scraped,26.11
Kennen,kennen,16.11,global,platinum_plus,TOP,5,Tier 5,50,0.491957,0.015092600000000001,0.0107768,0.782094,opgg_scraped,26.11
Varus,varus,16.11,global,platinum_plus,TOP,5,Tier 5,51,0.490261,0.0150089,0.04710879999999999,0.184468,opgg_scraped,26.11
Jayce,jayce,16.11,global,platinum_plus,JUNGLE,5,Tier 5,51,0.482342,0.016013,0.0443985,0.233536,opgg_scraped,26.11
Trundle,trundle,16.11,global,platinum_plus,TOP,5,Tier 5,52,0.489619,0.016434,0.00431094,0.654342,opgg_scraped,26.11
Teemo,teemo,16.11,global,platinum_plus,JUNGLE,5,Tier 5,52,0.48804400000000003,0.00725739,0.1324,0.0882856,opgg_scraped,26.11
Dr. Mundo,drmundo,16.11,global,platinum_plus,JUNGLE,5,Tier 5,53,0.49348,0.00554986,0.035449,0.124379,opgg_scraped,26.11
Vladimir,vladimir,16.11,global,platinum_plus,TOP,5,Tier 5,53,0.49077799999999994,0.013816600000000002,0.061350600000000005,0.198446,opgg_scraped,26.11
Cassiopeia,cassiopeia,16.11,global,platinum_plus,TOP,5,Tier 5,54,0.507303,0.0056654,0.0155237,0.224628,opgg_scraped,26.11
Nunu & Willump,nunu,16.11,global,platinum_plus,MID,5,Tier 5,54,0.489487,0.00527994,0.00519803,0.202414,opgg_scraped,26.11
Karthus,karthus,16.11,global,platinum_plus,JUNGLE,5,Tier 5,54,0.481153,0.0129828,0.0100476,0.569901,opgg_scraped,26.11
Malphite,malphite,16.11,global,platinum_plus,JUNGLE,5,Tier 5,55,0.48393200000000003,0.00836813,0.188901,0.0855115,opgg_scraped,26.11
Gwen,gwen,16.11,global,platinum_plus,TOP,5,Tier 5,55,0.4814550000000001,0.0192331,0.0243761,0.62738,opgg_scraped,26.11
Azir,azir,16.11,global,platinum_plus,MID,5,Tier 5,55,0.462963,0.0161011,0.00293354,0.923324,opgg_scraped,26.11
Rumble,rumble,16.11,global,platinum_plus,TOP,5,Tier 5,56,0.479789,0.0208303,0.0109058,0.839036,opgg_scraped,26.11
Pantheon,pantheon,16.11,global,platinum_plus,JUNGLE,5,Tier 5,56,0.478255,0.0124287,0.0207135,0.153183,opgg_scraped,26.11
Smolder,smolder,16.11,global,platinum_plus,MID,5,Tier 5,56,0.450108,0.00976328,0.25581,0.0801967,opgg_scraped,26.11
Aurora,aurora,16.11,global,platinum_plus,TOP,5,Tier 5,57,0.500788,0.00576951,0.0200957,0.166504,opgg_scraped,26.11
Ambessa,ambessa,16.11,global,platinum_plus,JUNGLE,5,Tier 5,57,0.473515,0.0163016,0.0646905,0.351558,opgg_scraped,26.11
Ryze,ryze,16.11,global,platinum_plus,TOP,5,Tier 5,58,0.494331,0.00808073,0.00761914,0.189498,opgg_scraped,26.11
Zed,zed,16.11,global,platinum_plus,JUNGLE,5,Tier 5,58,0.464056,0.021913300000000004,0.270416,0.209186,opgg_scraped,26.11
Malzahar,malzahar,16.11,global,platinum_plus,TOP,5,Tier 5,59,0.493758,0.00648286,0.1357,0.0756111,opgg_scraped,26.11
Gwen,gwen,16.11,global,platinum_plus,JUNGLE,5,Tier 5,59,0.482637,0.00574351,0.0238868,0.190685,opgg_scraped,26.11
Swain,swain,16.11,global,platinum_plus,TOP,5,Tier 5,60,0.49507200000000007,0.00567404,0.0265759,0.100228,opgg_scraped,26.11
Qiyana,qiyana,16.11,global,platinum_plus,JUNGLE,5,Tier 5,60,0.4655560000000001,0.0092535,0.0129331,0.293526,opgg_scraped,26.11
Master Yi,masteryi,16.11,global,platinum_plus,TOP,5,Tier 5,61,0.48199,0.00918894,0.165174,0.104642,opgg_scraped,26.11
Udyr,udyr,16.11,global,platinum_plus,TOP,5,Tier 5,62,0.492046,0.00581611,0.00897825,0.213859,opgg_scraped,26.11
Twisted Fate,twistedfate,16.11,global,platinum_plus,TOP,5,Tier 5,63,0.464704,0.00523621,0.00939042,0.0882576,opgg_scraped,26.11
