team,champion,team_champion_pick_rows,wins_with_champion,op_pick_rows,patches,example_matches,win_rate_with_champion
GAM Esports,Jarvan IV,6,5,0,"26.09, 26.10","LCP/2026 Season/Split 2_Week 6_4_1, Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 3_1_1, Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 4_2_2",0.8333333333333334
GAM Esports,Naafiri,6,3,0,"26.09, 26.10","LCP/2026 Season/Split 2_Week 5_2_1, Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_2_2, LCP/2026 Season/Split 2_Week 6_4_2",0.5
GAM Esports,Nautilus,6,5,0,"26.09, 26.10","LCP/2026 Season/Split 2_Week 6_4_2, Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 2_4_1, Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 3_1_1",0.8333333333333334
Galions,Ashe,6,6,0,"26.09, 26.10, 26.11","LFL/2026 Season/Spring Playoffs_Round 1_3_1, LFL/2026 Season/Spring Playoffs_Round 2_3_2, EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_7_1",1.0
Galions,Bard,6,6,0,"26.09, 26.10, 26.11","Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_3_2, LFL/2026 Season/Spring Playoffs_Round 3_1_2, LFL/2026 Season/Spring Playoffs_Round 4_2_2",1.0
Galions,Milio,6,5,0,"26.09, 26.10, 26.11","Esports World Cup 2026/Online Qualifiers/EMEA_Round 3_1_1, Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_3_1, LFL/2026 Season/Spring Playoffs_Round 2_3_1",0.8333333333333334
Galions,Renekton,6,6,0,"26.09, 26.10, 26.11","LFL/2026 Season/Spring Playoffs_Round 1_3_2, LFL/2026 Season/Spring Playoffs_Round 2_3_2, LFL/2026 Season/Spring Playoffs_Round 3_1_3",1.0
Galions,Varus,6,5,0,"26.10, 26.11","LFL/2026 Season/Spring Playoffs_Round 3_1_2, LFL/2026 Season/Spring Playoffs_Round 4_2_1, LFL/2026 Season/Spring Playoffs_Finals_1_1",0.8333333333333334
Galions,Xin Zhao,6,4,0,"26.10, 26.11","LFL/2026 Season/Spring Playoffs_Round 2_3_1, LFL/2026 Season/Spring Playoffs_Round 3_1_1, LFL/2026 Season/Spring Playoffs_Round 4_2_1",0.6666666666666666
Gen.G,Annie,6,3,0,"26.09, 26.10, 26.11","LCK/2026 Season/Rounds 1-2_Week 6_6_2, LCK/2026 Season/Rounds 1-2_Week 7_7_2, LCK/2026 Season/Rounds 1-2_Week 8_9_2",0.5
HANJIN BRION,Jhin,6,3,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/Korea_Round 1_2_1, LCK/2026 Season/Rounds 1-2_Week 6_4_1, LCK/2026 Season/Rounds 1-2_Week 7_6_1",0.5
HANJIN BRION,Ryze,6,4,0,"26.09, 26.10","LCK/2026 Season/Rounds 1-2_Week 6_4_1, LCK/2026 Season/Rounds 1-2_Week 6_8_1, LCK/2026 Season/Rounds 1-2_Week 7_6_1",0.6666666666666666
HERDYNŮV LANGUSTA TÝM,Seraphine,6,5,0,"26.10, 26.11","Streamers Clash/Season 4_Day 3_2_1, Streamers Clash/Season 4_Day 4_4_1, Streamers Clash/Season 4_Day 5_3_1",0.8333333333333334
Hanwha Life Esports,Aurora,6,5,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/Korea_Round 1_3_1, LCK/2026 Season/Rounds 1-2_Week 6_2_1, LCK/2026 Season/Rounds 1-2_Week 7_9_3",0.8333333333333334
Hanwha Life Esports,Caitlyn,6,6,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/Korea_Round 1_3_1, LCK/2026 Season/Rounds 1-2_Week 6_2_1, LCK/2026 Season/Rounds 1-2_Week 7_5_1",1.0
KT Rolster,Karma,6,5,0,"26.09, 26.10, 26.11","LCK/2026 Season/Rounds 1-2_Week 7_4_1, LCK/2026 Season/Rounds 1-2_Week 7_9_1, Esports World Cup 2026/Online Qualifiers/Korea_Round 1_5_2",0.8333333333333334
KT Rolster,Pantheon,6,3,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/Korea_Round 1_1_1, LCK/2026 Season/Rounds 1-2_Week 7_4_1, LCK/2026 Season/Rounds 1-2_Week 7_9_1",0.5
KT Rolster,Ryze,6,1,0,"26.09, 26.10, 26.11","Esports World Cup 2026/Online Qualifiers/Korea_Round 1_1_2, LCK/2026 Season/Rounds 1-2_Week 6_3_1, LCK/2026 Season/Rounds 1-2_Week 7_4_2",0.16666666666666666
KT Rolster,Taliyah,6,3,0,"26.09, 26.10, 26.11","LCK/2026 Season/Rounds 1-2_Week 6_3_2, LCK/2026 Season/Rounds 1-2_Week 6_7_1, LCK/2026 Season/Rounds 1-2_Week 8_2_3",0.5
KT Rolster Challengers,Ezreal,6,6,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_9_1, LCK CL/2026 Season/Rounds 1-2_Week 7_4_1, LCK CL/2026 Season/Rounds 1-2_Week 7_6_1",1.0
KT Rolster Challengers,Lee Sin,6,5,0,"26.10, 26.11","LCK CL/2026 Season/Rounds 1-2_Week 8_5_2, LCK CL/2026 Season/Rounds 1-2_Week 8_9_1, LCK CL/2026 Season/Rounds 1-2_Week 9_4_2",0.8333333333333334
KT Rolster Challengers,Nautilus,6,5,0,"26.09, 26.10, 26.11","LCK CL/2026 Season/Rounds 1-2_Week 6_9_2, LCK CL/2026 Season/Rounds 1-2_Week 7_4_2, LCK CL/2026 Season/Rounds 1-2_Week 8_5_3",0.8333333333333334
KT Rolster Challengers,Sion,6,4,0,"26.09, 26.10, 26.11","LCK CL/2026 Season/Rounds 1-2_Week 6_9_2, LCK CL/2026 Season/Rounds 1-2_Week 8_5_1, 2026 Asia Masters_Day 1_5_1",0.6666666666666666
KT Rolster Challengers,Xin Zhao,6,4,0,"26.09, 26.10, 26.11","LCK CL/2026 Season/Rounds 1-2_Week 7_4_1, LCK CL/2026 Season/Rounds 1-2_Week 7_6_1, LCK CL/2026 Season/Rounds 1-2_Week 8_5_1",0.6666666666666666
KT Rolster Challengers,Yunara,6,4,0,"26.09, 26.10, 26.11","LCK CL/2026 Season/Rounds 1-2_Week 6_2_1, LCK CL/2026 Season/Rounds 1-2_Week 6_9_2, LCK CL/2026 Season/Rounds 1-2_Week 7_4_2",0.6666666666666666
Karmine Corp,Ashe,6,5,0,"26.09, 26.10","LEC/2026 Season/Spring Season_Week 7_1_2, LEC/2026 Season/Spring Season_Week 7_4_1, Esports World Cup 2026/Online Qualifiers/EMEA_Round 6_2_2",0.8333333333333334
Karmine Corp,Corki,6,0,0,"26.09, 26.10","LEC/2026 Season/Spring Season_Week 7_4_2, LEC/2026 Season/Spring Season_Week 7_5_3, Esports World Cup 2026/Online Qualifiers/EMEA_Round 6_1_1",0.0
Karmine Corp,Nami,6,2,0,"26.09, 26.10","LEC/2026 Season/Spring Season_Week 7_4_2, Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_2_1, Esports World Cup 2026/Online Qualifiers/EMEA_Round 6_1_1",0.3333333333333333
Karmine Corp,Pantheon,6,3,0,"26.09, 26.10","LEC/2026 Season/Spring Season_Week 7_1_1, LEC/2026 Season/Spring Season_Week 7_4_1, LEC/2026 Season/Spring Season_Week 7_5_1",0.5
Karmine Corp,Rumble,6,4,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/EMEA_Round 6_1_1, Esports World Cup 2026/Online Qualifiers/EMEA_Round 6_2_3, LEC/2026 Season/Spring Playoffs_Round 1_1_2",0.6666666666666666
Karmine Corp Blue,Jhin,6,5,0,"26.09, 26.10, 26.11","LFL/2026 Season/Spring Playoffs_Round 1_2_1, LFL/2026 Season/Spring Playoffs_Round 2_1_3, LFL/2026 Season/Spring Playoffs_Round 4_1_1",0.8333333333333334
Karmine Corp Blue,Renekton,6,3,0,"26.10, 26.11","LFL/2026 Season/Spring Playoffs_Round 2_1_1, LFL/2026 Season/Spring Playoffs_Round 4_2_1, EMEA Masters/2026 Season/Spring Play-In_Round 3_1_1",0.5
Kiwoom DRX,Gnar,6,4,0,"26.09, 26.10","LCK/2026 Season/Rounds 1-2_Week 6_6_1, LCK/2026 Season/Rounds 1-2_Week 6_10_1, LCK/2026 Season/Rounds 1-2_Week 7_10_2",0.6666666666666666
Kiwoom DRX,K'Sante,6,2,0,"26.09, 26.10","LCK/2026 Season/Rounds 1-2_Week 6_10_3, LCK/2026 Season/Rounds 1-2_Week 7_4_3, LCK/2026 Season/Rounds 1-2_Week 7_10_1",0.3333333333333333
Kiwoom DRX,Yunara,6,3,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/Korea_Play-In_1_2, LCK/2026 Season/Rounds 1-2_Week 7_4_2, LCK/2026 Season/Rounds 1-2_Week 7_10_2",0.5
Kiwoom DRX Challengers,Ryze,6,4,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_2_2, LCK CL/2026 Season/Rounds 1-2_Week 7_9_2, LCK CL/2026 Season/Rounds 1-2_Week 8_2_3",0.6666666666666666
LØS,Ezreal,6,3,0,"26.09, 26.10, 26.11","CBLOL/2026 Season/Split 1_Week 6_3_2, CBLOL/2026 Season/Split 1 Playoffs_Round 1_3_1, CBLOL/2026 Season/Split 1 Playoffs_Round 2_3_2",0.5
LØS,Lucian,6,4,0,"26.10, 26.11","CBLOL/2026 Season/Split 1 Playoffs_Round 1_3_2, CBLOL/2026 Season/Split 1 Playoffs_Round 2_3_1, CBLOL/2026 Season/Split 1 Playoffs_Round 3_1_3",0.6666666666666666
LØS,Milio,6,4,0,"26.10, 26.11","CBLOL/2026 Season/Split 1 Playoffs_Round 1_3_2, CBLOL/2026 Season/Split 1 Playoffs_Round 2_3_1, CBLOL/2026 Season/Split 1 Playoffs_Round 3_1_3",0.6666666666666666
LØS,Rakan,6,6,0,"26.10, 26.11","CBLOL/2026 Season/Split 1 Playoffs_Round 1_3_1, CBLOL/2026 Season/Split 1 Playoffs_Round 4_2_1, Esports World Cup 2026/Online Qualifiers/South America_Round 2_1_2",1.0
LØS,Xin Zhao,6,1,0,"26.09, 26.10, 26.11","CBLOL/2026 Season/Split 1_Week 6_3_2, CBLOL/2026 Season/Split 1 Playoffs_Round 1_2_3, CBLOL/2026 Season/Split 1 Playoffs_Round 2_3_4",0.16666666666666666
Magaza Esports,K'Sante,6,2,0,"26.09, 26.10, 26.11","Esports Balkan League/2026 Season/Spring Playoffs_Round 2_2_1, Esports Balkan League/2026 Season/Spring Playoffs_Round 4_1_1, Esports Balkan League/2026 Season/Spring Playoffs_Round 4_2_3",0.3333333333333333
Misa Esports,Ezreal,6,4,0,"26.09, 26.11","TCL/2026 Season/Spring Split_Week 5_5_1, TCL/2026 Season/Spring Split_Week 6_3_1, TCL/2026 Season/Spring Playoffs_Finals_1_1",0.6666666666666666
NextGeneration Esports,Kennen,6,4,0,"26.09, 26.11","Arabian League 2nd Division/2026 Season/Spring Split_Week 4_5_2, Arabian League 2nd Division/2026 Season/Spring Split_Week 5_2_1, Arabian League 2nd Division/2026 Season/Spring Playoffs_Round 1_2_3",0.6666666666666666
NextGeneration Esports,Varus,6,4,0,"26.09, 26.11","Arabian League 2nd Division/2026 Season/Spring Split_Week 4_5_3, Arabian League 2nd Division/2026 Season/Spring Split_Week 5_2_1, Arabian League 2nd Division/2026 Season/Spring Playoffs_Round 1_2_3",0.6666666666666666
Nightbirds,Wukong,6,5,0,"26.10, 26.11","Hitpoint Masters/2026 Season/Spring Split_Week 4_6_1, Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_1_2, Hitpoint Masters/2026 Season/Spring Playoffs_Round 3_1_2",0.8333333333333334
Nongshim Esports Academy,Gnar,6,6,0,"26.09, 26.10, 26.11","LCK CL/2026 Season/Rounds 1-2_Week 6_4_3, LCK CL/2026 Season/Rounds 1-2_Week 6_7_2, LCK CL/2026 Season/Rounds 1-2_Week 7_1_2",1.0
Nongshim Esports Academy,Lulu,6,4,0,"26.09, 26.10, 26.11","LCK CL/2026 Season/Rounds 1-2_Week 6_4_2, LCK CL/2026 Season/Rounds 1-2_Week 7_10_2, LCK CL/2026 Season/Rounds 1-2_Week 8_5_1",0.6666666666666666
Nongshim Esports Academy,Yunara,6,4,0,"26.09, 26.10, 26.11","LCK CL/2026 Season/Rounds 1-2_Week 6_4_2, LCK CL/2026 Season/Rounds 1-2_Week 7_10_2, LCK CL/2026 Season/Rounds 1-2_Week 8_5_1",0.6666666666666666
Nongshim RedForce,Ezreal,6,1,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/Korea_Round 1_4_1, LCK/2026 Season/Rounds 1-2_Week 6_1_1, LCK/2026 Season/Rounds 1-2_Week 7_1_1",0.16666666666666666
Nongshim RedForce,Twisted Fate,6,1,0,"26.09, 26.10","LCK/2026 Season/Rounds 1-2_Week 6_1_2, LCK/2026 Season/Rounds 1-2_Week 7_1_1, Esports World Cup 2026/Online Qualifiers/Korea_Round 1_6_2",0.16666666666666666
Priority,Azir,6,6,0,"26.09, 26.10, 26.11","Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_2_3, Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 4_3_1, Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Round 1_1_2",1.0
Priority,Lulu,6,4,0,"26.09, 26.10","Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 4_3_1, Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 4_8_2, Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 4_10_1",0.6666666666666666
Project Conquerors,Renekton,6,5,0,"26.09, 26.10","Nexus League/2026 Season/Spring Split_Week 5_8_1, Nexus League/2026 Season/Spring Split_Week 7_3_1, Nexus League/2026 Season/Spring Split_Week 7_8_1",0.8333333333333334
Project Conquerors,Viktor,6,2,0,"26.09, 26.10","Nexus League/2026 Season/Spring Split_Week 5_1_1, Nexus League/2026 Season/Spring Split_Week 6_4_1, Nexus League/2026 Season/Spring Split_Week 6_6_1",0.3333333333333333
Rising Gaming,Gnar,6,6,0,"26.09, 26.10, 26.11","LJL/2026 Season/Spring Series_Week 2_1_3, LJL/2026 Season/Spring Series_Week 3_3_1, LJL/2026 Season/Spring Series_Week 4_2_3",1.0
Ruddy Corporation,Sion,6,3,0,"26.10, 26.11","NLC/2026 Season/Spring Split_Day 1_7_1, NLC/2026 Season/Spring Split_Day 2_2_1, NLC/2026 Season/Spring Playoffs_Round 1_1_1",0.5
Ruddy Corporation,Viktor,6,2,0,"26.10, 26.11","NLC/2026 Season/Spring Split_Day 1_10_1, NLC/2026 Season/Spring Split_Day 2_9_1, NLC/2026 Season/Spring Playoffs_Round 1_1_3",0.3333333333333333
Ruddy Corporation,Wukong,6,2,0,"26.10, 26.11","NLC/2026 Season/Spring Split_Day 1_7_1, NLC/2026 Season/Spring Playoffs_Round 1_1_2, NLC/2026 Season/Spring Playoffs_Round 3_1_1",0.3333333333333333
SN CyberCore Esports,Corki,6,2,0,"26.09, 26.11","VCS/2026 Season/Summer Season_Week 1_3_1, VCS/2026 Season/Summer Season_Week 1_5_2, VCS/2026 Season/Summer Season_Week 2_6_1",0.3333333333333333
SNOOZE Esports,Ahri,6,5,0,"26.09, 26.10, 26.11","Benelux Ascend Series/2026 Season/Spring Split_Week 6_1_2, Benelux Ascend Series/2026 Season/Spring Split_Week 7_1_2, Benelux Ascend Series/2026 Season/Spring Playoffs_Round 1_1_1",0.8333333333333334
Saigon Dino,Jarvan IV,6,4,0,"26.09, 26.11","VCS/2026 Season/Summer Season_Week 1_2_1, VCS/2026 Season/Summer Season_Week 2_3_1, VCS/2026 Season/Summer Season_Week 3_2_1",0.6666666666666666
Saigon Dino,Ryze,6,3,0,"26.09, 26.11","VCS/2026 Season/Summer Season_Week 1_4_1, VCS/2026 Season/Summer Season_Week 2_5_2, VCS/2026 Season/Summer Season_Week 3_2_3",0.5
Saigon Dino,Sion,6,5,0,"26.09, 26.11","VCS/2026 Season/Summer Season_Week 1_2_2, VCS/2026 Season/Summer Season_Week 2_3_1, VCS/2026 Season/Summer Season_Week 2_5_1",0.8333333333333334
Saigon Warriors,Bard,6,4,0,"26.09, 26.11","VCS/2026 Season/Summer Season_Week 1_5_1, VCS/2026 Season/Summer Season_Week 2_2_1, VCS/2026 Season/Summer Season_Week 2_5_1",0.6666666666666666
Saigon Warriors,Milio,6,5,0,"26.09, 26.11","VCS/2026 Season/Summer Season_Week 1_5_2, VCS/2026 Season/Summer Season_Week 2_2_2, VCS/2026 Season/Summer Season_Week 2_5_2",0.8333333333333334
Solary,Zaahen,6,5,0,"26.09, 26.10, 26.11","LFL/2026 Season/Spring Playoffs_Round 1_4_2, LFL/2026 Season/Spring Playoffs_Round 2_2_1, LFL/2026 Season/Spring Playoffs_Finals_1_4",0.8333333333333334
T1,Seraphine,6,5,0,"26.09, 26.10","LCK/2026 Season/Rounds 1-2_Week 6_5_1, Esports World Cup 2026/Online Qualifiers/Korea_Round 2_1_1, LCK/2026 Season/Rounds 1-2_Week 7_1_1",0.8333333333333334
Team Heretics Academy,Gnar,6,5,0,"26.09, 26.10, 26.11","LES/2026 Season/Spring Split_Week 5_4_1, LES/2026 Season/Spring Split_Week 6_4_2, LES/2026 Season/Spring Split_Week 7_2_1",0.8333333333333334
Team Liquid,Xayah,6,4,0,"26.09, 26.11","LCS/2026 Season/Spring Season_Week 5_2_2, LCS/2026 Season/Spring Season_Week 6_4_3, LCS/2026 Season/Spring Playoffs_Round 1_4_1",0.6666666666666666
Team WE,Corki,6,2,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_1_2, LPL/2026 Season/Split 2_Week 6_3_1, LPL/2026 Season/Split 2_Week 7_4_3",0.3333333333333333
Team WE,Ezreal,6,5,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_1_1, LPL/2026 Season/Split 2_Week 6_8_1, LPL/2026 Season/Split 2 Playoffs_Play-In_1_1",0.8333333333333334
Team WE,K'Sante,6,4,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_1_3, LPL/2026 Season/Split 2_Week 6_3_2, LPL/2026 Season/Split 2_Week 7_10_1",0.6666666666666666
Team WE,Nami,6,3,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_1_2, LPL/2026 Season/Split 2_Week 7_4_3, LPL/2026 Season/Split 2_Week 7_10_2",0.5
UCAM Esports,Nautilus,6,4,0,"26.09, 26.10, 26.11","LES/2026 Season/Spring Split_Week 5_3_1, LES/2026 Season/Spring Split_Week 6_3_1, LES/2026 Season/Spring Playoffs_Semifinals_2_4",0.6666666666666666
UCAM Esports,Seraphine,6,4,0,"26.09, 26.10, 26.11","LES/2026 Season/Spring Split_Week 6_3_2, LES/2026 Season/Spring Split_Week 7_4_1, LES/2026 Season/Spring Playoffs_Finals_1_2",0.6666666666666666
Uwinks,Kai'Sa,6,3,0,"26.09, 26.10","LJL/2026 Season/Spring Series_Week 2_2_2, LJL/2026 Season/Spring Series_Week 2_5_3, LJL/2026 Season/Spring Series_Week 3_1_1",0.5
Winthrop University,Orianna,6,3,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_5_1, North American Challengers League/2026 Season/Spring Season_Week 8_3_1, North American Challengers League/2026 Season/Spring Playoffs_Round 1_1_1",0.5
Winthrop University,Wukong,6,4,0,26.10,"North American Challengers League/2026 Season/Spring Season_Week 8_3_1, North American Challengers League/2026 Season/Spring Playoffs_Round 1_1_3, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_1",0.6666666666666666
Winthrop University,Xin Zhao,6,2,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_5_1, North American Challengers League/2026 Season/Spring Playoffs_Round 1_1_2, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_3",0.3333333333333333
Karmine Corp Blue,Nocturne,5,3,3,"26.10, 26.11","LFL/2026 Season/Spring Playoffs_Round 2_1_2, LFL/2026 Season/Spring Playoffs_Round 4_2_1, EMEA Masters/2026 Season/Spring Play-In_Qualification Round_3_1",0.6
LØS,Nocturne,5,3,3,"26.09, 26.11","CBLOL/2026 Season/Split 1_Week 6_3_3, CBLOL/2026 Season/Split 1 Playoffs_Round 1_2_2, CBLOL/2026 Season/Split 1 Playoffs_Round 3_1_2",0.6
Verdant,Senna,5,3,2,"26.10, 26.11","NLC/2026 Season/Spring Split_Day 1_4_1, NLC/2026 Season/Spring Split_Day 1_13_1, NLC/2026 Season/Spring Playoffs_Finals_1_2",0.6
9Gaming,Xin Zhao,5,0,0,26.09,"VCS/2026 Season/Summer Season_Week 1_3_1, VCS/2026 Season/Summer Season_Week 1_6_1, VCS/2026 Season/Summer Season_Week 2_2_2",0.0
Anyone's Legend,Ezreal,5,1,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_10_1, LPL/2026 Season/Split 2_Week 7_4_1, LPL/2026 Season/Split 2_Week 7_12_2",0.2
Anyone's Legend,Pantheon,5,2,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_4_2, LPL/2026 Season/Split 2_Week 7_4_3, LPL/2026 Season/Split 2_Week 7_12_2",0.4
Arneb,Jhin,5,3,0,"26.09, 26.10, 26.11","LJL/2026 Season/Spring Series_Week 2_6_2, LJL/2026 Season/Spring Series_Week 5_2_2, LJL/2026 Season/Spring Series_Week 6_1_2",0.6
Arneb,Leona,5,3,0,"26.09, 26.10, 26.11","LJL/2026 Season/Spring Series_Week 3_2_2, LJL/2026 Season/Spring Series_Week 4_4_2, LJL/2026 Season/Spring Series_Week 5_2_1",0.6
Arneb,Naafiri,5,3,0,"26.09, 26.10, 26.11","LJL/2026 Season/Spring Series_Week 2_6_2, LJL/2026 Season/Spring Series_Week 5_2_2, LJL/2026 Season/Spring Series_Week 6_1_2",0.6
Arneb,Orianna,5,3,0,"26.09, 26.11","LJL/2026 Season/Spring Series_Week 2_6_2, LJL/2026 Season/Spring Series_Week 3_2_2, 2026 Asia Masters/APAC Qualifier_Qualifier_1_1",0.6
BNK FEARX,Ezreal,5,3,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/Korea_Round 1_1_2, LCK/2026 Season/Rounds 1-2_Week 6_4_1, LCK/2026 Season/Rounds 1-2_Week 7_8_1",0.6
BNK FEARX,Milio,5,2,0,"26.09, 26.10","LCK/2026 Season/Rounds 1-2_Week 7_8_2, Esports World Cup 2026/Online Qualifiers/Korea_Round 2_4_2, LCK/2026 Season/Rounds 1-2_Week 8_3_2",0.4
BNK FEARX,Naafiri,5,3,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/Korea_Round 1_1_2, LCK/2026 Season/Rounds 1-2_Week 7_8_2, Esports World Cup 2026/Online Qualifiers/Korea_Round 2_4_1",0.6
BNK FEARX Youth,Aurora,5,2,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 7_3_2, LCK CL/2026 Season/Rounds 1-2_Week 7_7_2, LCK CL/2026 Season/Rounds 1-2_Week 8_4_2",0.4
BNK FEARX Youth,Ezreal,5,4,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_4_2, LCK CL/2026 Season/Rounds 1-2_Week 7_7_1, LCK CL/2026 Season/Rounds 1-2_Week 8_4_2",0.8
BNK FEARX Youth,Jayce,5,2,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_4_1, LCK CL/2026 Season/Rounds 1-2_Week 6_6_1, LCK CL/2026 Season/Rounds 1-2_Week 7_3_1",0.4
Bilibili Gaming,Bard,5,3,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 5_13_2, LPL/2026 Season/Split 2_Week 7_2_2, LPL/2026 Season/Split 2 Playoffs_Round 1_6_1",0.6
Bilibili Gaming,Pantheon,5,4,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_6_2, LPL/2026 Season/Split 2_Week 7_2_1, LPL/2026 Season/Split 2_Week 7_8_2",0.8
Bilibili Gaming,Seraphine,5,5,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_6_1, LPL/2026 Season/Split 2 Playoffs_Round 1_4_2, LPL/2026 Season/Split 2 Playoffs_Round 3_1_1",1.0
Bomba Team,Jarvan IV,5,4,0,"26.09, 26.10","Rift Legends/2026 Season/Spring Split_Week 5_5_2, Rift Legends/2026 Season/Spring Split_Week 6_4_2, Rift Legends/2026 Season/Spring Playoffs_Round 1_1_2",0.8
Bomba Team,Pantheon,5,3,0,"26.10, 26.11","Rift Legends/2026 Season/Spring Split_Week 6_4_1, Rift Legends/2026 Season/Spring Playoffs_Semifinals_1_1, Rift Legends/2026 Season/Spring Playoffs_Finals_1_4",0.6
Bubliki,Ornn,5,3,0,"26.09, 26.10, 26.11","LPLOL/2026 Season/Spring Split_Week 2_4_1, LPLOL/2026 Season/Spring Playoffs_Round 1_2_4, LPLOL/2026 Season/Spring Playoffs_Semifinals_1_2",0.6
CCG Esports,Lucian,5,3,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_4_1, North American Challengers League/2026 Season/Spring Season_Week 8_4_1, North American Challengers League/2026 Season/Spring Playoffs_Round 2_1_1",0.6
CCG Esports,Nautilus,5,1,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_4_3, North American Challengers League/2026 Season/Spring Playoffs_Round 1_1_3, North American Challengers League/2026 Season/Spring Playoffs_Round 4_1_2",0.2
CCG Esports,Sion,5,3,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_4_1, North American Challengers League/2026 Season/Spring Playoffs_Round 1_1_2, North American Challengers League/2026 Season/Spring Playoffs_Round 2_1_1",0.6
CITA Kaizen,Lulu,5,4,0,"26.09, 26.10","Hitpoint Masters/2026 Season/Spring Split_Week 3_3_1, Hitpoint Masters/2026 Season/Spring Split_Week 4_1_2, Hitpoint Masters/2026 Season/Spring Split_Week 4_5_1",0.8
CITA Kaizen Academy,Azir,5,2,0,"26.09, 26.10","Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_1_1, Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_4_2, Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 4_8_2",0.4
CITA Kaizen Academy,Lucian,5,3,0,"26.09, 26.10","Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_1_1, Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_4_1, Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 4_4_1",0.6
CITA Kaizen Academy,Xin Zhao,5,2,0,"26.09, 26.10","Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_1_1, Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 4_4_1, Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 4_8_1",0.4
CTBC Flying Oyster,Aurora,5,1,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_3_1, Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 2_2_1, LCP/2026 Season/Split 2_Week 6_1_1",0.2
